student_id,gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,math_difficulty,reading_difficulty,writing_difficulty
S1731,male,group A,some high school,free/reduced,none,55,46,43,0.62,0.6,0.9
S1732,female,group C,some college,standard,completed,87,89,94,0.8,0.68,0.68
S1733,male,group D,some high school,standard,none,55,47,44,0.52,0.64,0.58
S1734,female,group E,some college,free/reduced,none,53,58,57,0.5,0.75,0.47
S1735,male,group C,master's degree,standard,none,67,57,59,0.55,0.61,0.5
S1736,male,group C,associate's degree,standard,none,92,79,84,0.93,0.8,0.66
S1737,female,group B,some college,free/reduced,completed,53,66,73,0.64,0.61,0.41
S1738,male,group D,associate's degree,standard,none,81,71,73,0.88,0.72,0.82
S1739,male,group C,high school,free/reduced,none,61,60,55,0.87,0.76,0.46
S1740,male,group D,bachelor's degree,standard,none,80,73,72,0.52,1,0.53
S1741,female,group A,associate's degree,free/reduced,none,37,57,56,0.76,0.74,0.74
S1742,female,group C,high school,standard,none,81,84,82,0.68,0.61,0.47
S1743,female,group C,associate's degree,standard,completed,59,73,72,0.89,0.76,0.45
S1744,male,group B,some college,free/reduced,none,55,55,47,0.78,0.85,0.58
S1745,male,group D,associate's degree,standard,none,72,79,74,0.87,0.68,0.43
S1746,male,group D,high school,standard,none,69,75,71,0.72,0.9,0.55
S1747,male,group C,some college,standard,none,69,64,68,0.56,0.93,0.45
S1748,female,group C,bachelor's degree,free/reduced,none,50,60,59,0.95,0.76,0.58
S1749,male,group B,some college,standard,completed,87,84,86,0.68,0.83,0.42
S1750,male,group D,some high school,standard,completed,71,69,68,0.55,0.75,0.46
S1751,male,group E,some college,standard,none,68,72,65,0.89,0.69,0.88
S1752,male,group C,master's degree,free/reduced,completed,79,77,75,0.98,0.91,0.85
S1753,female,group C,some high school,standard,completed,77,90,85,0.91,0.95,0.54
S1754,male,group C,associate's degree,free/reduced,none,58,55,53,0.98,0.71,0.52
S1755,female,group E,associate's degree,standard,none,84,95,92,0.59,0.68,0.75
S1756,male,group D,some college,standard,none,55,58,52,0.88,0.68,0.41
S1757,male,group E,bachelor's degree,free/reduced,completed,70,68,72,0.52,0.79,0.65
S1758,female,group D,some college,free/reduced,completed,52,59,65,0.75,0.78,0.8
S1759,male,group B,some college,standard,completed,69,77,77,0.97,0.75,0.57
S1760,female,group C,high school,free/reduced,none,53,72,64,0.9,0.65,0.58
S1761,female,group D,some high school,standard,none,48,58,54,0.63,0.84,0.57
S1762,male,group D,some high school,standard,completed,78,81,86,0.56,0.75,0.72
S1763,female,group B,high school,standard,none,62,62,63,0.65,0.75,0.81
S1764,male,group D,some college,standard,none,60,63,59,0.69,0.88,0.78
S1765,female,group B,high school,standard,none,74,72,72,0.96,0.8,0.78
S1766,female,group C,high school,standard,completed,58,75,77,0.69,0.86,0.56
S1767,male,group B,high school,standard,completed,76,62,60,0.89,0.64,0.6
S1768,female,group D,some high school,standard,none,68,71,75,0.62,0.9,0.85
S1769,male,group A,some college,free/reduced,none,58,60,57,0.86,0.87,0.48
S1770,male,group B,high school,standard,none,52,48,49,0.64,0.85,0.61
S1771,male,group D,bachelor's degree,standard,none,75,73,74,0.82,0.75,0.53
S1772,female,group B,some high school,free/reduced,completed,52,67,72,0.77,0.98,0.85
S1773,female,group C,bachelor's degree,free/reduced,none,62,78,79,0.84,0.81,0.83
S1774,male,group B,some college,standard,none,66,65,60,0.9,0.68,0.74
S1775,female,group B,some high school,free/reduced,none,49,58,55,0.67,0.8,0.65
S1776,female,group B,high school,standard,none,66,72,70,0.87,0.9,0.45
S1777,female,group C,some college,free/reduced,none,35,44,43,0.53,0.89,0.5
S1778,female,group A,some college,standard,completed,72,79,82,0.56,0.69,0.65
S1779,male,group E,associate's degree,standard,completed,94,85,82,0.85,0.86,0.87
S1780,female,group D,associate's degree,free/reduced,none,46,56,57,0.56,0.63,0.83
S1781,female,group B,master's degree,standard,none,77,90,84,0.86,0.72,0.53
S1782,female,group B,high school,free/reduced,completed,76,85,82,0.71,0.82,0.57
S1783,female,group C,associate's degree,standard,completed,52,59,62,0.67,0.65,0.54
S1784,male,group C,bachelor's degree,standard,completed,91,81,79,0.5,0.69,0.78
S1785,female,group B,some high school,standard,completed,32,51,44,0.61,0.61,0.79
S1786,female,group E,some high school,free/reduced,none,72,79,77,0.61,0.72,0.66
S1787,female,group B,some college,standard,none,19,38,32,0.55,0.72,0.72
S1788,male,group C,associate's degree,free/reduced,none,68,65,61,0.68,0.7,0.61
S1789,female,group C,master's degree,free/reduced,none,52,65,61,0.83,0.89,0.67
S1790,female,group B,high school,standard,none,48,62,60,0.69,0.71,0.77
S1791,female,group D,some college,free/reduced,none,60,66,70,0.69,0.69,0.75
S1792,male,group D,high school,free/reduced,none,66,74,69,0.68,0.73,0.74
S1793,male,group E,some high school,standard,completed,89,84,77,0.59,0.73,0.78
S1794,female,group B,high school,standard,none,42,52,51,0.98,0.62,0.73
S1795,female,group E,associate's degree,free/reduced,completed,57,68,73,0.98,0.83,0.68
S1796,male,group D,high school,standard,none,70,70,70,0.58,0.98,0.84
S1797,female,group E,associate's degree,free/reduced,none,70,84,81,0.84,0.86,0.5
S1798,male,group E,some college,standard,none,69,60,54,0.87,0.67,0.84
S1799,female,group C,associate's degree,standard,none,52,55,57,0.67,0.79,0.47
S1800,male,group C,some high school,standard,completed,67,73,68,0.77,0.72,0.49
S1801,male,group C,some high school,standard,completed,76,80,73,0.91,0.78,0.5
S1802,female,group E,associate's degree,standard,none,87,94,95,0.76,0.7,0.85
S1803,female,group B,some college,standard,none,82,85,87,0.69,0.74,0.43
S1804,female,group C,some college,standard,none,73,76,78,0.63,0.65,0.72
S1805,male,group A,some college,free/reduced,none,75,81,74,0.82,1,0.63
S1806,female,group D,some college,free/reduced,none,64,74,75,0.66,0.88,0.55
S1807,female,group E,high school,free/reduced,none,41,45,40,0.53,0.75,0.76
S1808,male,group C,high school,standard,none,90,75,69,0.75,0.77,0.8
S1809,male,group B,bachelor's degree,standard,none,59,54,51,0.81,0.77,0.49
S1810,male,group A,some high school,standard,none,51,31,36,0.93,0.63,0.71
S1811,male,group A,high school,free/reduced,none,45,47,49,0.83,0.68,0.51
S1812,female,group C,master's degree,standard,completed,54,64,67,0.99,0.9,0.41
S1813,male,group E,some high school,standard,completed,87,84,76,0.74,0.69,0.48
S1814,female,group C,high school,standard,none,72,80,83,0.63,0.9,0.6
S1815,male,group B,some high school,standard,completed,94,86,87,0.64,0.89,0.8
S1816,female,group A,bachelor's degree,standard,none,45,59,64,0.69,0.77,0.45
S1817,male,group D,bachelor's degree,free/reduced,completed,61,70,76,0.62,0.64,0.85
S1818,female,group B,high school,free/reduced,none,60,72,68,0.73,0.7,0.89
S1819,female,group C,some high school,standard,none,77,91,88,0.75,0.7,0.71
S1820,female,group A,some high school,standard,completed,85,90,92,0.94,0.75,0.75
S1821,female,group D,bachelor's degree,free/reduced,none,78,90,93,0.61,0.92,0.47
S1822,male,group E,some college,free/reduced,completed,49,52,51,0.65,0.81,0.83
S1823,female,group B,high school,free/reduced,none,71,87,82,0.53,0.71,0.61
S1824,female,group C,some high school,free/reduced,none,48,58,52,0.73,0.84,0.41
S1825,male,group C,high school,standard,none,62,67,58,0.93,0.73,0.71
S1826,female,group C,associate's degree,free/reduced,completed,56,68,70,0.86,0.72,0.42
S1827,female,group C,some high school,standard,none,65,69,76,0.89,0.82,0.53
S1828,female,group D,some high school,free/reduced,completed,69,86,81,0.98,0.61,0.71
S1829,male,group B,some high school,standard,none,68,54,53,0.74,0.81,0.57
S1830,female,group A,some college,free/reduced,none,61,60,57,0.95,0.81,0.62
S1831,female,group C,bachelor's degree,free/reduced,completed,74,86,89,0.64,0.69,0.55
S1832,male,group A,bachelor's degree,standard,none,64,60,58,0.67,0.63,0.52
S1833,female,group B,high school,standard,completed,77,82,89,0.71,0.67,0.55
S1834,male,group B,some college,standard,none,58,50,45,0.67,0.7,0.4
S1835,female,group C,high school,standard,completed,60,64,74,0.97,0.66,0.72
S1836,male,group E,high school,standard,none,73,64,57,0.63,0.97,0.6
S1837,female,group A,high school,standard,completed,75,82,79,0.69,0.86,0.83
S1838,male,group B,associate's degree,free/reduced,completed,58,57,53,0.88,0.8,0.67
S1839,female,group C,associate's degree,standard,none,66,77,73,0.6,0.86,0.66
S1840,female,group D,high school,free/reduced,none,39,52,46,0.55,0.92,0.55
S1841,male,group C,some high school,standard,none,64,58,51,0.64,0.9,0.73
S1842,female,group B,high school,free/reduced,completed,23,44,36,0.75,0.81,0.43
S1843,male,group B,some college,free/reduced,completed,74,77,76,0.9,0.7,0.79
S1844,female,group D,some high school,free/reduced,completed,40,65,64,0.92,0.84,0.8
S1845,male,group E,master's degree,standard,none,90,85,84,0.63,0.99,0.85
S1846,male,group C,master's degree,standard,completed,91,85,85,0.7,0.63,0.87
S1847,male,group D,high school,standard,none,64,54,50,0.93,0.67,0.67
S1848,female,group C,high school,standard,none,59,72,68,0.7,0.64,0.55
S1849,male,group D,associate's degree,standard,none,80,75,69,0.65,0.74,0.76
S1850,male,group C,master's degree,standard,none,71,67,67,0.55,0.64,0.73
S1851,female,group A,high school,standard,none,61,68,63,0.56,0.95,0.47
S1852,female,group E,some college,standard,none,87,85,93,0.68,0.99,0.41
S1853,male,group E,some high school,standard,none,82,67,61,0.5,0.91,0.48
S1854,male,group C,some high school,standard,none,62,64,55,0.71,0.61,0.48
S1855,female,group B,bachelor's degree,standard,none,97,97,96,0.87,0.87,0.41
S1856,male,group B,some college,free/reduced,none,75,68,65,0.6,0.81,0.49
S1857,female,group C,bachelor's degree,standard,none,65,79,81,0.7,0.62,0.86
S1858,male,group B,high school,standard,completed,52,49,46,0.64,0.86,0.85
S1859,male,group C,associate's degree,free/reduced,none,87,73,72,0.75,0.74,0.59
S1860,female,group C,associate's degree,standard,none,53,62,53,0.54,0.72,0.52
S1861,female,group E,master's degree,free/reduced,none,81,86,87,0.8,0.77,0.46
S1862,male,group D,bachelor's degree,free/reduced,completed,39,42,38,0.74,0.78,0.88
S1863,female,group C,some college,standard,completed,71,71,80,0.77,0.75,0.45
S1864,male,group C,associate's degree,standard,none,97,93,91,0.7,0.74,0.71
S1865,male,group D,some college,standard,completed,82,82,88,0.82,0.86,0.59
S1866,male,group C,high school,free/reduced,none,59,53,52,0.76,0.65,0.85
S1867,male,group B,associate's degree,standard,none,61,42,41,0.94,0.61,0.7
S1868,male,group E,associate's degree,free/reduced,completed,78,74,72,0.99,0.62,0.71
S1869,male,group C,associate's degree,free/reduced,none,49,51,51,0.98,0.93,0.49
S1870,male,group B,high school,standard,none,59,58,47,0.57,0.94,0.79
S1871,female,group C,some college,standard,completed,70,72,76,0.64,0.78,0.54
S1872,male,group B,associate's degree,standard,completed,82,84,78,0.56,0.94,0.47
S1873,male,group E,associate's degree,free/reduced,none,90,90,82,0.96,0.73,0.82
S1874,female,group C,bachelor's degree,free/reduced,none,43,62,61,0.75,0.76,0.48
S1875,male,group C,some college,free/reduced,none,80,64,66,0.54,0.87,0.79
S1876,male,group D,some college,standard,none,81,82,84,0.79,0.92,0.48
S1877,male,group C,some high school,standard,none,57,61,54,0.72,0.76,0.61
S1878,female,group D,some high school,standard,none,59,72,80,0.85,0.98,0.6
S1879,female,group D,associate's degree,standard,none,64,76,74,0.52,1,0.62
S1880,male,group C,bachelor's degree,standard,completed,63,64,66,0.61,0.89,0.77
S1881,female,group E,bachelor's degree,standard,completed,71,70,70,0.86,0.88,0.67
S1882,female,group B,high school,free/reduced,none,64,73,71,0.51,0.85,0.51
S1883,male,group D,bachelor's degree,free/reduced,none,55,46,44,0.96,0.98,0.76
S1884,female,group E,associate's degree,standard,none,51,51,54,0.71,0.97,0.62
S1885,female,group C,associate's degree,standard,completed,62,76,80,0.98,0.78,0.74
S1886,female,group E,associate's degree,standard,completed,93,100,95,0.68,0.71,0.84
S1887,male,group C,high school,free/reduced,none,54,72,59,0.84,0.81,0.46
S1888,female,group D,some college,free/reduced,none,69,65,74,0.93,0.69,0.41
S1889,male,group D,high school,free/reduced,none,44,51,48,0.68,0.79,0.54
S1890,female,group E,some college,standard,completed,86,85,91,0.94,0.65,0.75
S1891,female,group E,associate's degree,standard,none,85,92,85,0.58,0.98,0.78
S1892,female,group A,master's degree,free/reduced,none,50,67,73,0.61,0.73,0.52
S1893,male,group D,some high school,standard,completed,88,74,75,0.66,0.77,0.67
S1894,female,group E,associate's degree,standard,none,59,62,69,0.79,0.88,0.48
S1895,female,group E,some high school,free/reduced,none,32,34,38,0.74,0.97,0.66
S1896,male,group B,high school,free/reduced,none,36,29,27,0.54,0.66,0.85
S1897,female,group B,some high school,free/reduced,completed,63,78,79,0.86,0.69,0.59
S1898,male,group D,associate's degree,standard,completed,67,54,63,0.78,0.97,0.7
S1899,female,group D,some high school,standard,completed,65,78,82,0.88,0.97,0.79
S1900,male,group D,master's degree,standard,none,85,84,89,0.56,0.87,0.68
S1901,female,group C,master's degree,standard,none,73,78,74,0.61,0.85,0.59
S1902,female,group A,high school,free/reduced,completed,34,48,41,0.59,0.81,0.7
S1903,female,group D,bachelor's degree,free/reduced,completed,93,100,100,0.85,0.86,0.69
S1904,female,group D,some high school,free/reduced,none,67,84,84,0.97,0.75,0.59
S1905,male,group D,some college,standard,none,88,77,77,0.95,0.6,0.8
S1906,male,group B,high school,standard,none,57,48,51,0.53,0.69,0.53
S1907,female,group D,some college,standard,completed,79,84,91,0.65,0.82,0.48
S1908,female,group C,bachelor's degree,free/reduced,none,67,75,72,0.71,0.73,0.48
S1909,male,group E,bachelor's degree,standard,completed,70,64,70,0.9,0.63,0.65
S1910,male,group D,bachelor's degree,free/reduced,none,50,42,48,0.84,0.91,0.55
S1911,female,group A,some college,standard,none,69,84,82,0.65,1,0.59
S1912,female,group C,bachelor's degree,standard,completed,52,61,66,0.98,0.93,0.82
S1913,female,group C,bachelor's degree,free/reduced,completed,47,62,66,0.51,0.99,0.73
S1914,female,group B,associate's degree,free/reduced,none,46,61,55,0.56,0.69,0.68
S1915,female,group E,some college,standard,none,68,70,66,0.52,0.74,0.53
S1916,male,group E,bachelor's degree,standard,completed,100,100,100,0.81,0.86,0.83
S1917,female,group C,high school,standard,none,44,61,52,0.72,0.61,0.73
S1918,female,group C,associate's degree,standard,completed,57,77,80,0.66,0.99,0.48
S1919,male,group B,some college,standard,completed,91,96,91,0.82,0.8,0.9
S1920,male,group D,high school,free/reduced,none,69,70,67,0.57,0.86,0.68
S1921,female,group C,high school,free/reduced,none,35,53,46,0.82,0.73,0.41
S1922,male,group D,high school,standard,none,72,66,66,0.94,0.86,0.81
S1923,female,group B,associate's degree,free/reduced,none,54,65,65,0.83,1,0.46
S1924,male,group D,high school,free/reduced,none,74,70,69,0.52,0.91,0.7
S1925,male,group E,some high school,standard,completed,74,64,60,0.91,0.96,0.62
S1926,male,group E,associate's degree,free/reduced,none,64,56,52,0.65,0.86,0.85
S1927,female,group D,high school,free/reduced,completed,65,61,71,0.76,0.69,0.69
S1928,male,group E,associate's degree,free/reduced,completed,46,43,44,0.74,0.89,0.44
S1929,female,group C,some high school,free/reduced,none,48,56,51,0.96,0.88,0.68
S1930,male,group C,some college,free/reduced,completed,67,74,70,0.66,0.9,0.65
S1931,male,group D,some college,free/reduced,none,62,57,62,0.59,0.84,0.51
S1932,male,group D,associate's degree,free/reduced,completed,61,71,73,0.76,0.68,0.53
S1933,male,group C,bachelor's degree,free/reduced,completed,70,75,74,0.76,0.99,0.77
S1934,male,group C,associate's degree,standard,completed,98,87,90,0.56,0.84,0.88
S1935,male,group D,some college,free/reduced,none,70,63,58,0.89,0.91,0.86
S1936,male,group A,associate's degree,standard,none,67,57,53,0.9,0.99,0.46
S1937,female,group E,high school,free/reduced,none,57,58,57,0.53,0.76,0.63
S1938,male,group D,some college,standard,completed,85,81,85,0.91,0.67,0.84
S1939,male,group D,some high school,standard,completed,77,68,69,0.71,0.62,0.42
S1940,male,group C,master's degree,free/reduced,completed,72,66,72,0.54,0.7,0.78
S1941,female,group D,master's degree,standard,none,78,91,96,0.5,0.71,0.5
S1942,male,group C,high school,standard,none,81,66,64,0.9,0.94,0.67
S1943,male,group A,some high school,free/reduced,completed,61,62,61,0.61,0.91,0.72
S1944,female,group B,high school,standard,none,58,68,61,0.8,1,0.45
S1945,female,group C,associate's degree,standard,none,54,61,58,0.76,0.93,0.53
S1946,male,group B,high school,standard,none,82,82,80,0.68,0.71,0.56
S1947,female,group D,some college,free/reduced,none,49,58,60,0.71,0.74,0.52
S1948,male,group B,some high school,free/reduced,completed,49,50,52,0.6,0.88,0.61
S1949,female,group E,high school,free/reduced,completed,57,75,73,0.97,0.88,0.83
S1950,male,group E,high school,standard,none,94,73,71,0.8,0.67,0.55
S1951,female,group D,some college,standard,completed,75,77,83,0.65,0.92,0.58
S1952,female,group E,some high school,free/reduced,none,74,74,72,0.92,0.86,0.44
S1953,male,group C,high school,standard,completed,58,52,54,0.68,0.8,0.47
S1954,female,group C,some college,standard,none,62,69,69,0.59,0.71,0.67
S1955,male,group E,associate's degree,standard,none,72,57,62,0.75,0.94,0.75
S1956,male,group C,some college,standard,none,84,87,81,0.78,0.98,0.76
S1957,female,group D,master's degree,standard,none,92,100,100,0.51,0.98,0.9
S1958,female,group D,high school,standard,none,45,63,59,0.97,0.82,0.75
S1959,male,group C,high school,standard,none,75,81,71,0.89,0.86,0.73
S1960,female,group A,some college,standard,none,56,58,64,0.94,0.95,0.8
S1961,female,group D,some high school,free/reduced,none,48,54,53,0.55,0.94,0.88
S1962,female,group E,associate's degree,standard,none,100,100,100,0.89,0.92,0.5
S1963,female,group C,some high school,free/reduced,completed,65,76,75,0.7,0.94,0.56
S1964,male,group D,some college,standard,none,72,57,58,0.88,0.81,0.64
S1965,female,group D,some college,standard,none,62,70,72,0.99,0.72,0.65
S1966,male,group A,some high school,standard,completed,66,68,64,0.7,0.67,0.41
S1967,male,group C,some college,standard,none,63,63,60,0.62,0.72,0.82
S1968,female,group E,associate's degree,standard,none,68,76,67,0.98,0.84,0.75
S1969,female,group B,bachelor's degree,standard,none,75,84,80,0.89,0.66,0.57
S1970,female,group D,bachelor's degree,standard,none,89,100,100,0.83,0.6,0.62
S1971,male,group C,some high school,standard,completed,78,72,69,0.61,0.67,0.41
S1972,female,group A,high school,free/reduced,completed,53,50,60,0.5,0.92,0.6
S1973,female,group D,some college,free/reduced,none,49,65,61,0.59,0.64,0.53
S1974,female,group A,some college,standard,none,54,63,67,0.64,0.63,0.61
S1975,female,group C,some college,standard,completed,64,82,77,0.76,0.6,0.87
S1976,male,group B,some college,free/reduced,completed,60,62,60,0.92,0.96,0.8
S1977,male,group C,associate's degree,standard,none,62,65,58,0.61,0.87,0.78
S1978,male,group D,high school,standard,completed,55,41,48,0.61,0.96,0.5
S1979,female,group C,associate's degree,standard,none,91,95,94,0.68,0.7,0.59
S1980,female,group B,high school,free/reduced,none,8,24,23,0.96,0.93,0.59
S1981,male,group D,some high school,standard,none,81,78,78,0.6,0.9,0.72
S1982,male,group B,some high school,standard,completed,79,85,86,0.75,0.93,0.77
S1983,female,group A,some college,standard,completed,78,87,91,0.65,0.82,0.6
S1984,female,group C,some high school,standard,none,74,75,82,0.76,0.65,0.58
S1985,male,group A,high school,standard,none,57,51,54,0.88,0.7,0.69
S1986,female,group C,associate's degree,standard,none,40,59,51,0.97,0.62,0.43
S1987,male,group E,some high school,standard,completed,81,75,76,0.64,0.94,0.59
S1988,female,group A,some high school,free/reduced,none,44,45,45,0.69,0.81,0.57
S1989,female,group D,some college,free/reduced,completed,67,86,83,0.84,0.84,0.7
S1990,male,group E,high school,free/reduced,completed,86,81,75,0.67,0.85,0.61
S1991,female,group B,some high school,standard,completed,65,82,78,0.74,0.92,0.65
S1992,female,group D,associate's degree,free/reduced,none,55,76,76,0.92,0.76,0.72
S1993,female,group D,bachelor's degree,free/reduced,none,62,72,74,0.51,0.73,0.56
S1994,male,group A,high school,standard,none,63,63,62,0.7,0.61,0.44
S1995,female,group E,master's degree,standard,completed,88,99,95,0.58,0.88,0.75
S1996,male,group C,high school,free/reduced,none,62,55,55,0.53,0.72,0.46
S1997,female,group C,high school,free/reduced,completed,59,71,65,0.89,0.96,0.74
S1998,female,group D,some college,standard,completed,68,78,77,0.91,0.86,0.79
S1999,female,group D,some college,free/reduced,none,77,86,86,0.61,0.75,0.59
